protid,DEFLINE,NN1,NN2,NN3,ON1,ON2,ON3,NO1,NO2,NO3,OO1,OO2,OO3
m.25041,Coatomer subunit zeta-1 OS=Pongo abelii GN=COPZ1 PE=2 SV=1,14,18,15,17,16,12,13,6,7,23,20,26
m.25047,m.25047,19,36,23,32,43,21,29,31,20,31,26,25
m.25060,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g244126 PE=4 SV=1,1,0,0,0,0,3,3,1,0,0,0,0
m.251,Small cysteine-rich protein 2 OS=Acropora millepora GN=SCRiP2 PE=4 SV=1,28,31,24,63,34,31,29,18,0,29,27,32
m.25100,m.25100,3,5,3,7,5,6,7,4,8,12,14,18
m.25110,Pyrimidine-specific ribonucleoside hydrolase RihA OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) GN=rihA PE=3 SV=1,0,0,0,0,0,1,0,0,0,0,0,0
m.25115,Cysteine-rich with EGF-like domain protein 2 OS=Danio rerio GN=creld2 PE=2 SV=2,0,1,0,0,2,0,0,0,0,4,2,2
m.25121,4-coumarate--CoA ligase OS=Pinus taeda GN=4CL PE=2 SV=1,2,2,5,6,1,4,16,10,8,13,10,10
m.25136,Splicing factor 3A subunit 3 OS=Mus musculus GN=Sf3a3 PE=2 SV=2,0,6,0,0,2,1,0,0,3,6,7,4
m.25139,m.25139,1,3,0,2,3,2,1,3,0,1,3,3
m.10055,CAD protein OS=Squalus acanthias GN=CAD PE=2 SV=1,0,0,0,1,0,1,0,0,2,0,1,1
m.25153,m.25153,0,0,25,61,0,11,1,7,2,10,11,10
m.25176,60S ribosomal protein L13a OS=Bos taurus GN=RPL13A PE=2 SV=3,3,3,5,8,12,8,6,5,3,5,3,5
m.25190,Oncoprotein-induced transcript 3 protein OS=Bos taurus GN=OIT3 PE=2 SV=1,1,2,4,1,0,1,4,1,0,1,0,0
m.2520,Apoptosis inhibitor 5 OS=Gallus gallus GN=API5 PE=2 SV=1,3,3,2,8,8,6,8,6,0,6,3,1
m.25217,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens GN=SSC5D PE=2 SV=3,0,0,0,0,0,0,0,0,0,1,0,0
m.25233,m.25233,0,0,0,0,0,0,1,0,0,0,0,0
m.25244,Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1,4,7,3,4,4,3,2,1,9,4,2,4
m.25260,Coiled-coil domain-containing protein 22 homolog OS=Nematostella vectensis GN=v1g180167 PE=3 SV=1,0,2,1,2,1,1,1,1,0,3,1,1
m.25270,RNA-binding protein 8A OS=Salmo salar GN=rbm8a PE=2 SV=1,2,4,0,0,3,4,0,0,3,3,2,1
m.25292,Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1,1,3,1,0,1,0,1,1,0,0,0,0
m.11307,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2",0,0,1,1,1,0,1,0,0,2,1,2
m.25297,Creatinase OS=Flavobacterium sp. (strain U-188) PE=1 SV=2,1,0,1,0,0,1,1,0,1,0,0,0
m.2531,LIM and SH3 domain protein 1 OS=Pongo abelii GN=LASP1 PE=2 SV=1,26,29,22,28,26,22,17,15,10,20,23,20
m.2532,BTB/POZ domain-containing protein KCTD8 OS=Homo sapiens GN=KCTD8 PE=2 SV=1,2,2,1,0,1,2,4,0,0,2,4,4
m.25325,Prostaglandin reductase 2 OS=Pongo abelii GN=PTGR2 PE=2 SV=2,3,0,0,14,0,0,5,0,2,7,2,1
m.25327,m.25327,6,2,3,1,1,2,0,1,1,3,2,3
m.25352,Calmodulin OS=Xenopus laevis GN=calm1 PE=1 SV=2,1,2,1,0,0,1,0,0,7,1,0,1
m.25369,m.25369,1,0,0,1,2,1,0,0,0,0,0,0
m.25376,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_79665 PE=4 SV=1,0,1,0,0,2,0,3,0,0,3,4,3
m.25379,Uncharacterized oxidoreductase YjmC OS=Bacillus subtilis (strain 168) GN=yjmC PE=2 SV=1,1,6,1,3,2,2,2,4,2,6,3,1
m.2539,Dystrophin OS=Sus scrofa GN=DMD PE=1 SV=1,4,4,10,16,2,3,10,8,1,4,3,7
m.25410,Twinfilin-1 OS=Rattus norvegicus GN=Twf1 PE=2 SV=1,3,7,12,7,3,6,10,11,18,10,9,11
m.25415,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",0,0,0,0,0,0,0,0,6,0,0,0
m.25428,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,3,3,5,6,4,2,6,1,0,4,1,1
m.25456,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,0,0,0,3,4,0,3,2,0,1,1,0
m.25457,m.25457,0,0,0,0,0,2,1,1,0,0,0,0
m.255,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2,16,26,66,37,28,54,40,33,36,40,31,34
m.11319,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Xenopus tropicalis GN=adhfe1 PE=2 SV=1",3,3,0,4,2,0,0,0,0,1,0,0
m.25546,m.25546,9,9,6,9,9,2,14,9,6,17,22,13
m.25564,Transmembrane emp24 domain-containing protein 4 OS=Mus musculus GN=Tmed4 PE=2 SV=1,0,0,0,0,0,0,1,1,1,1,1,0
m.2558,COP9 signalosome complex subunit 4 OS=Danio rerio GN=cops4 PE=2 SV=1,1,1,2,1,2,0,3,2,0,2,2,0
m.25608,Porphobilinogen deaminase OS=Mus musculus GN=Hmbs PE=2 SV=2,1,0,0,0,0,0,0,0,1,0,0,0
m.25638,m.25638,0,0,0,0,0,0,4,1,1,5,4,3
m.2567,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1,0,0,0,0,0,1,0,2,0,1,2,0
m.25703,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1,0,3,1,4,3,1,3,1,2,0,1,0
m.25715,Heparanase OS=Bos taurus GN=HPSE PE=2 SV=2,3,4,3,2,2,3,5,3,6,6,4,4
m.25727,Afadin OS=Homo sapiens GN=MLLT4 PE=1 SV=3,0,1,0,1,1,0,2,1,0,3,1,3
m.1133,PCTP-like protein OS=Homo sapiens GN=STARD10 PE=1 SV=2,2,4,4,4,4,5,2,2,1,0,1,0
m.25761,Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=3,1,2,4,1,2,3,0,0,1,0,1,0
m.25768,Syntaxin-1B OS=Ovis aries GN=STX1B PE=2 SV=1,0,0,0,1,0,0,1,0,0,0,1,0
m.25784,Beta carbonic anhydrase 1 OS=Caenorhabditis elegans GN=bca-1 PE=3 SV=1,0,0,0,1,0,1,0,0,0,0,0,0
m.25801,Hematopoietic prostaglandin D synthase OS=Gallus gallus GN=HPGDS PE=1 SV=3,49,56,58,57,57,42,49,4,40,26,23,23
m.25802,Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4,0,0,0,0,3,0,1,3,1,1,0,2
m.25826,Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3,34,28,31,35,34,32,41,35,9,29,33,35
m.25890,m.25890,0,0,9,7,0,4,8,3,0,2,4,3
m.259,Protein CREG2 OS=Homo sapiens GN=CREG2 PE=1 SV=1,2,1,3,1,0,1,2,2,3,2,2,1
m.25920,Glutamate carboxypeptidase 2 OS=Homo sapiens GN=FOLH1 PE=1 SV=1,1,7,2,5,4,5,0,3,1,4,1,0
m.11340,Balbiani ring protein 3 OS=Chironomus tentans GN=BR3 PE=2 SV=1,0,3,1,4,3,0,5,1,0,5,3,5
m.25985,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3",31,51,77,48,50,45,62,41,77,40,37,31
m.26,Uncharacterized protein (Fragment) OS=Capitella teleta GN=CAPTEDRAFT_129670 PE=4 SV=1,1,3,0,0,1,1,0,0,0,0,0,0
m.260,Regulator of G-protein signaling 19 OS=Rattus norvegicus GN=Rgs19 PE=1 SV=1,0,0,0,1,1,1,0,0,1,1,0,0
m.26006,Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2,73,121,88,125,160,88,98,119,58,121,121,132
m.26012,Serpin B9 OS=Homo sapiens GN=SERPINB9 PE=1 SV=1,0,1,0,1,0,0,0,2,1,0,0,1
m.26013,Parafibromin OS=Gallus gallus GN=CDC73 PE=2 SV=1,11,0,1,10,2,1,7,1,2,2,3,3
m.26030,Phosphoethanolamine N-methyltransferase 1 OS=Arabidopsis thaliana GN=NMT1 PE=2 SV=1,0,0,7,1,3,9,2,1,0,3,2,4
m.26036,Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1,0,0,5,0,0,2,0,0,1,0,0,0
m.26049,m.26049,5,12,2,7,14,3,9,1,4,7,5,5
m.26080,Phosphotriesterase-related protein OS=Nematostella vectensis GN=v1g177083 PE=3 SV=1,14,10,10,13,10,11,6,6,7,11,10,11
m.11346,"Chromosome undetermined SCAF6613, whole genome shotgun sequence OS=Tetraodon nigroviridis GN=GSTENG00003063001 PE=4 SV=1",0,0,0,0,0,0,1,1,0,2,0,1
m.26093,Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3,1,3,1,4,2,1,2,3,2,7,4,3
m.26096,Coiled-coil domain-containing protein 93 OS=Gallus gallus GN=CCDC93 PE=2 SV=1,0,0,0,0,1,0,0,0,0,0,0,0
m.2610,Vesicle-trafficking protein SEC22b OS=Gallus gallus GN=SEC22B PE=2 SV=1,0,0,2,0,0,0,1,0,0,1,1,1
m.2611,Equistatin OS=Actinia equina PE=1 SV=1,7,21,25,31,19,11,18,6,4,13,11,15
m.26116,m.26116,18,20,14,16,15,9,8,9,8,14,11,12
m.26220,m.26220,0,2,0,0,0,1,0,0,0,0,0,0
m.26235,Importin subunit alpha-3 OS=Mus musculus GN=Kpna4 PE=1 SV=1,0,0,0,1,0,0,1,1,1,0,0,1
m.26243,SHC-transforming protein 1 OS=Xenopus laevis GN=shc1 PE=1 SV=2,2,3,0,1,1,0,2,2,1,1,0,0
m.1135,ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2,7,19,20,10,7,10,13,19,7,4,5,5
m.26261,m.26261,4,1,9,7,3,6,6,3,0,12,13,9
m.26278,Predicted protein OS=Nematostella vectensis GN=v1g207416 PE=4 SV=1,6,10,0,10,6,0,5,19,2,9,6,6
m.26336,26S proteasome non-ATPase regulatory subunit 13 OS=Gallus gallus GN=PSMD13 PE=1 SV=1,3,1,7,5,3,2,5,6,3,5,5,5
m.26339,Protocadherin alpha-3 OS=Homo sapiens GN=PCDHA3 PE=2 SV=1,4,8,9,9,4,4,3,5,1,6,2,3
m.26379,Calmodulin OS=Myxine glutinosa PE=2 SV=3,13,8,5,1,7,4,3,5,1,2,2,5
m.26381,Mannose-1-phosphate guanyltransferase beta OS=Drosophila melanogaster GN=CG1129 PE=2 SV=1,1,1,0,0,1,0,1,2,0,2,2,2
m.2642,Hydramacin-1 OS=Hydra vulgaris PE=1 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.26425,Sticholysin-2 OS=Stoichactis helianthus PE=1 SV=2,0,0,0,0,0,1,1,2,0,0,0,0
m.11354,Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2,19,15,14,19,23,15,29,25,18,32,34,28
m.26466,S-methylmethionine--homocysteine S-methyltransferase BHMT2 OS=Homo sapiens GN=BHMT2 PE=1 SV=1,1,11,9,13,9,5,5,10,6,8,11,8
m.26467,Inhibin beta B chain OS=Sus scrofa GN=INHBB PE=1 SV=2,0,4,5,3,0,3,1,2,3,0,0,0
m.26522,Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1,1,1,7,1,0,2,2,0,1,2,2,2
m.2654,Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2,2,0,0,4,0,0,0,0,0,1,0,0
m.266,Sortilin-related receptor OS=Mus musculus GN=Sorl1 PE=1 SV=3,0,0,0,0,0,0,1,0,0,0,1,0
m.26602,Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3,0,1,2,5,4,5,3,4,3,2,1,3
m.2661,Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2,5,0,0,8,1,1,12,5,1,5,6,5
m.26616,Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4,1,2,0,1,1,0,2,0,0,1,0,0
m.26650,Calmodulin OS=Metridium senile PE=1 SV=3,8,5,8,7,2,11,1,0,8,6,6,7
m.26667,Predicted protein OS=Nematostella vectensis GN=v1g203259 PE=4 SV=1,1,0,0,1,0,0,0,0,0,0,0,0
m.26680,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1,0,5,2,3,6,1,5,3,0,10,9,8
m.26683,Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2,6,3,5,4,3,5,4,2,2,2,1,1
m.267,Tyrosine-protein phosphatase Lar OS=Drosophila melanogaster GN=Lar PE=1 SV=2,0,1,0,0,0,0,0,0,1,0,0,0
m.26704,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,0,0,0,1,1,0,1,3,0,0,0,1
m.26727,Proliferating cell nuclear antigen OS=Haplochromis burtoni GN=pcna PE=2 SV=1,1,3,4,1,2,0,3,3,3,2,0,0
m.26749,Receptor-interacting serine/threonine-protein kinase 1 OS=Mus musculus GN=Ripk1 PE=1 SV=1,3,0,0,2,0,0,0,0,0,0,0,0
m.26751,Uncharacterized protein OS=Xanthomonas albilineans (strain GPE PC73 / CFBP 7063) GN=XALC_2793 PE=4 SV=1,8,4,8,4,2,1,11,2,5,10,9,10
m.2677,Retinol dehydrogenase 8 OS=Homo sapiens GN=RDH8 PE=1 SV=1,0,1,3,0,4,1,0,0,0,0,0,0
m.26781,m.26781,0,0,0,0,0,0,0,0,0,2,3,2
m.10080,Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2,33,44,23,22,14,28,21,18,11,25,20,17
m.11369,m.11369,5,7,13,4,6,12,1,1,0,1,1,1
m.26788,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Bos taurus GN=NDUFS1 PE=1 SV=1",8,19,18,24,29,25,47,30,39,38,36,34
m.26851,Spermine synthase OS=Bos taurus GN=SMS PE=2 SV=1,0,1,0,0,1,2,0,0,0,0,0,0
m.26869,m.26869,32,2,2,53,4,3,26,13,2,12,11,11
m.26871,m.26871,8,8,6,6,6,3,5,3,0,5,6,5
m.26880,Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2,14,11,12,19,8,5,12,12,9,13,12,13
m.26883,Retinol dehydrogenase 8 OS=Bos taurus GN=RDH8 PE=1 SV=1,0,1,0,0,0,1,0,1,0,0,0,0
m.26893,Laminin-like protein epi-1 OS=Caenorhabditis elegans GN=epi-1 PE=1 SV=1,0,1,0,0,0,0,1,0,0,0,0,0
m.26896,Poly(ADP-ribose) polymerase pme-5 OS=Caenorhabditis elegans GN=pme-5 PE=2 SV=1,0,0,0,0,0,0,0,0,0,2,0,1
m.26906,Dipeptidyl-peptidase 5 OS=Pseudozyma hubeiensis (strain SY62) GN=PHSY_001159 PE=4 SV=1,2,3,1,6,4,1,12,4,0,9,9,7
m.26907,Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1,14,19,6,10,15,3,5,4,7,18,17,17
m.11382,THO complex subunit 2 OS=Mus musculus GN=Thoc2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,1,0
m.26926,Protein NipSnap homolog 1 OS=Mus musculus GN=Nipsnap1 PE=1 SV=1,45,47,38,54,42,39,34,18,34,31,37,37
m.26931,Egg protein OS=Euphyllia ancora PE=2 SV=1,0,2,3,0,3,5,0,0,0,0,0,0
m.26933,Coactosin-like protein OS=Bos taurus GN=COTL1 PE=2 SV=3,15,20,19,15,18,16,23,5,27,18,18,17
m.26935,Gamma-sarcoglycan OS=Canis familiaris GN=SGCG PE=3 SV=1,5,2,2,5,2,2,1,1,0,3,3,1
m.26940,"Fructose-1,6-bisphosphatase 1 OS=Sus scrofa GN=FBP1 PE=1 SV=4",16,26,31,22,15,19,20,11,32,17,20,18
m.26970,Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4,0,0,4,2,1,1,0,6,1,1,1,0
m.2705,17-beta-hydroxysteroid dehydrogenase 14 OS=Bos taurus GN=HSD17B14 PE=2 SV=1,18,62,52,57,57,25,64,49,28,42,41,33
m.27078,m.27078,0,0,2,0,0,0,152,108,60,92,76,69
m.27080,m.27080,3,4,0,2,3,1,0,2,3,0,0,0
m.11405,NEDD8-activating enzyme E1 regulatory subunit OS=Danio rerio GN=nae1 PE=2 SV=2,0,0,0,0,0,0,0,0,3,0,0,0
m.27110,C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus GN=Spag9 PE=1 SV=2,5,3,2,4,4,7,9,1,5,7,5,1
m.27111,"Homogentisate 1,2-dioxygenase OS=Drosophila melanogaster GN=hgo PE=1 SV=3",2,4,0,1,2,0,2,0,4,0,0,2
m.27125,Lysosomal Pro-X carboxypeptidase OS=Pongo abelii GN=PRCP PE=2 SV=1,2,3,9,4,2,5,2,3,2,3,3,2
m.27134,Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1,1,3,2,1,3,0,3,0,4,6,6,5
m.2715,CUB and sushi domain-containing protein 1 OS=Mus musculus GN=Csmd1 PE=2 SV=2,31,40,42,30,39,41,43,30,10,51,51,57
m.2717,WASH complex subunit strumpellin OS=Homo sapiens GN=KIAA0196 PE=1 SV=1,0,0,0,0,0,1,0,0,0,0,1,1
m.27197,m.27197,4,0,0,5,0,0,0,4,2,0,0,0
m.27204,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2,1,3,1,2,4,4,0,0,0,0,1,0
m.27205,Predicted protein OS=Nematostella vectensis GN=v1g247951 PE=4 SV=1,0,0,0,0,0,1,0,0,0,0,0,0
m.1141,Nuclear factor NF-kappa-B p105 subunit OS=Canis familiaris GN=NFKB1 PE=2 SV=2,1,0,1,3,0,1,1,3,0,1,2,0
m.2721,Arylamine N-acetyltransferase 1 OS=Dickeya dadantii (strain 3937) GN=Dda3937_03637 PE=3 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.27220,A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Mus musculus GN=Adamts7 PE=1 SV=3,1,2,2,5,4,4,5,1,2,1,0,1
m.27237,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,0,0,0,0,0,0,1,0,0,0,0,0
m.27301,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=2,4,2,5,1,1,8,2,2,0,2,3,2
m.27343,m.27343,0,0,0,0,0,0,1,0,0,2,3,3
m.2736,Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3,0,1,2,4,0,0,1,3,7,4,4,4
m.2737,m.2737,0,3,7,0,1,10,8,5,14,5,4,3
m.27407,Unconventional myosin-Ic OS=Lithobates catesbeiana GN=Myo1c PE=2 SV=1,1,3,1,3,4,1,5,6,3,3,3,2
m.2744,Peroxinectin A OS=Dictyostelium discoideum GN=poxA PE=2 SV=1,3,6,5,9,6,6,5,5,2,0,0,0
m.27468,CAD protein OS=Squalus acanthias GN=CAD PE=2 SV=1,0,0,0,0,0,0,0,0,0,1,0,0
m.11430,Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2,1,4,2,6,0,2,0,0,0,0,0,0
m.27472,Probable Xaa-Pro aminopeptidase P OS=Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) GN=AMPP PE=3 SV=1,1,8,2,3,6,4,1,4,2,2,2,3
m.27474,Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2,0,0,2,0,0,0,0,0,0,0,0,0
m.2749,Myotubularin-related protein 2 OS=Homo sapiens GN=MTMR2 PE=1 SV=4,0,1,2,0,1,0,1,0,0,0,0,0
m.27519,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1",1,3,5,0,3,3,4,4,4,3,2,3
m.2752,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3,31,33,52,53,42,77,42,26,21,34,42,41
m.27567,L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2,0,0,1,0,0,0,0,0,0,0,0,0
m.27586,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2",9,31,6,23,45,11,13,19,34,10,8,7
m.27590,Gamma-glutamylaminecyclotransferase OS=Rattus norvegicus GN=Ggact PE=2 SV=1,0,0,0,2,0,1,0,0,0,0,0,0
m.27600,Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1,0,5,0,1,1,0,0,2,0,0,0,0
m.27603,Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1,3,2,3,1,0,1,1,1,1,2,1,2
m.11447,BolA-like protein 3 OS=Homo sapiens GN=BOLA3 PE=1 SV=1,0,0,0,1,1,1,0,0,0,0,0,0
m.27605,Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1,2,6,6,5,7,4,5,2,12,3,3,4
m.27606,m.27606,4,4,1,1,2,1,1,1,0,0,0,0
m.27613,Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2,16,20,13,12,18,19,21,10,11,24,22,21
m.27614,Myotrophin OS=Danio rerio GN=mtpn PE=3 SV=1,36,41,19,22,28,26,9,16,4,8,6,6
m.27628,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1,0,4,1,2,4,2,2,0,2,3,3,2
m.2764,Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3,0,0,3,0,0,0,0,0,1,1,1,3
m.27646,Marginal zone B- and B1-cell-specific protein OS=Mus musculus GN=Mzb1 PE=1 SV=2,19,20,6,8,15,7,11,8,9,17,15,14
m.27647,Counting factor 60 OS=Dictyostelium discoideum GN=cf60 PE=1 SV=1,1,0,0,1,1,0,0,0,1,1,0,0
m.2765,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224725 PE=4 SV=1,1,3,4,2,0,3,4,4,0,3,3,5
m.1145,m.1145,1,6,6,1,10,5,7,0,1,4,2,2
m.27658,Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1,0,0,2,1,0,0,1,1,1,2,1,0
m.27700,Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1,37,30,33,22,38,36,20,15,25,21,25,23
m.27714,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Ivd PE=1 SV=2",1,1,2,2,0,0,1,1,0,2,5,5
m.27772,m.27772,4,4,5,9,2,4,10,10,5,4,4,5
m.27778,Serine-threonine kinase receptor-associated protein OS=Gallus gallus GN=STRAP PE=2 SV=2,4,5,3,6,5,0,4,9,5,12,12,12
m.2778,Acylamino-acid-releasing enzyme OS=Rattus norvegicus GN=Apeh PE=1 SV=1,2,2,0,2,0,0,0,1,0,0,0,0
m.27791,97 kDa heat shock protein OS=Strongylocentrotus franciscanus GN=HSP110 PE=2 SV=1,30,23,33,23,31,29,29,19,19,41,39,38
m.27802,Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1,1,1,1,5,4,2,2,6,4,0,2,2
m.27813,PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2,5,9,15,10,3,12,10,8,4,11,8,8
m.11472,Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1,10,12,10,17,7,11,17,19,6,12,12,12
m.27819,Predicted protein OS=Nematostella vectensis GN=v1g196994 PE=4 SV=1,3,2,1,1,2,0,2,2,5,2,1,0
m.27822,m.27822,1,1,1,1,1,0,0,0,1,0,0,0
m.27879,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1,0,0,1,0,0,0,1,0,2,0,0,0
m.27890,Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1,0,0,0,0,0,0,0,11,1,0,0,0
m.2794,Dipeptidyl peptidase family member 6 OS=Caenorhabditis elegans GN=dpf-6 PE=3 SV=2,53,91,83,114,114,71,112,60,77,94,93,96
m.27979,Protein C21orf2 OS=Homo sapiens GN=C21orf2 PE=1 SV=1,0,0,0,0,0,0,0,3,0,0,0,0
m.27998,Collagen alpha-5(VI) chain OS=Mus musculus GN=Col6a5 PE=1 SV=3,3,11,11,20,17,4,4,2,4,6,4,3
m.28013,Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1,10,14,7,16,11,10,13,9,6,13,11,9
m.28035,Enhancer of mRNA-decapping protein 4 OS=Xenopus laevis GN=edc4 PE=2 SV=1,0,0,1,2,0,0,3,0,1,1,0,2
m.1149,Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1,4,2,4,0,2,2,2,1,4,5,3,3
m.2805,Coiled-coil domain-containing protein 58 OS=Danio rerio GN=ccdc58 PE=2 SV=2,0,0,0,0,0,0,1,1,0,0,0,0
m.28070,Trans-aconitate 2-methyltransferase OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) GN=tam PE=3 SV=1,0,0,0,0,0,0,0,0,1,0,0,0
m.28097,m.28097,0,0,0,2,0,0,0,0,0,0,0,0
m.28137,Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1 PE=1 SV=2,7,7,14,16,8,12,22,12,16,19,13,13
m.28144,PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1,3,4,8,6,7,2,8,1,7,6,6,7
m.28151,m.28151,0,0,0,1,0,0,0,1,0,0,0,0
m.28154,Putative histone H1.6 OS=Caenorhabditis elegans GN=hil-6 PE=3 SV=3,9,4,7,11,2,8,0,3,0,3,3,4
m.28199,Putative uncharacterized oxidoreductase YDR541C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR541C PE=3 SV=2,0,2,0,1,1,0,0,1,3,0,0,0
m.11503,Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1,6,3,7,8,5,8,0,5,0,3,2,0
m.2824,Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1,58,31,35,28,20,26,28,26,52,50,38,41
m.28256,Ribulose bisphosphate carboxylase large chain OS=Leptosira terrestris GN=rbcL PE=3 SV=1,0,0,8,5,0,2,0,4,1,1,1,0
